Item ID,Short Title,Title,Year,Abstract,TAS Human Coding,New Column
,,,,,EXCLUDE on intervention,
130314009,Banerjee (2020),Impact of the COVID-19 pandemic on psychosocial health and well-being in South-Asian (World Psychiatric Association zone 16) countries: a systematic and advocacy review from the Indian Psychiatric Society.,2020,"Background: Coronavirus disease 2019 (COVID-19) has emerged as a global health threat. The South-Asian (SA) countries have witnessed both the initial brunt of the outbreak as well as the ongoing rise of cases. Their unique challenges in relation to mental health during the pandemic are worth exploring. Materials and Methods: A systematic review was conducted for all the original studies on the impact of COVID-19 and lockdown on psychological health/well-being in the SA countries of the World Psychiatric Association Zone 16. PubMed, Google Scholar, PSYCHINFO, EMBASE, and SCOPUS were searched till June 2020. Studies conducted in the age group of 18-60 years with a minimum sample size of 10, and statistically significant results were included. Results: Thirteen studies were included in the review. They showed increase prevalence in nonpsychotic depression, anxiety, somatic concerns, alcohol-related disorders, and insomnia in the general population. Psychological symptoms correlated more with physical complaints of fatigue and pain in older adults and were directly related to social media use, misinformation, xenophobia, and social distancing. Frontline workers reported guilt, stigma, anxiety, and poor sleep quality, which were related to the lack of availability of adequate personal protective equipment, increased workload, and discrimination. One study validated the Coronavirus anxiety scale in the Indian population while another explored gaming as a double-edged sword during the lockdown in adolescents. Another study from Bangladesh explored psychosexual health during lockdown. Most studies were cross-sectional online surveys, used screening tools and had limited accessibility. Conclusion: The ongoing COVID-19 crisis and its impact serve as an important period for adequate mental healthcare, promotion, research, and holistic biopsychosocial management of psychiatric disorders, especially in vulnerable groups. Mental healthcare and research strategies during the pandemic and preparedness for postpandemic aftermath are advocated subsequently.",Screen on Title & Abstract,
,,,,,INCLUDE on title & abstract,
130314124,Jamshaid (2024),Bone loss and fractures in post-menopausal women living with HIV: a narrative review.,2024,"Introduction: Post-menopausal women living with Human Immunodeficiency Virus (WLHIV) face an increased risk of bone fractures due to the relationship between HIV-related factors and menopause. This narrative review aims to summarise the current knowledge about fracture risk among post-menopausal WLHIV in particular looking at hormonal changes, combined antiretroviral therapy (cART), lifestyle factors, and psychosocial implications. We also profiled a summary of the significant, recent studies of post-menopausal WLHIV residing in low-income countries (LIC). Methods: A thorough search of the literature was performed across PubMed, Medline, Scopus, and Google Scholar, focussing on studies published between 2000 and 2024. Inclusion criteria entailed original research, reviews, and meta-analyses addressing bone mineral density (BMD), fracture incidence, and related risk factors in post-menopausal WLHIV. Results: The review identified 223 relevant studies. Post-menopausal WLHIV exhibit significantly lower BMD and higher fracture rates compared to both HIV-negative post-menopausal women and pre-menopausal WLHIV. cART, particularly tenofovir disoproxil fumarate (TDF), contributes to reduced BMD. Menopausal status exacerbates this risk through decreased oestrogen levels, leading to increased bone resorption. Moreover, lifestyle choices such as smoking, alcohol consumption, and low physical activity are more prevalent in PWHIV, which further elevates fracture risk. Different psychosocial factors may make WLWHIV more vulnerable at this stage of their life, such as depression, isolation, stigma, and housing and nutritional issues. Women living in LICs face a variety of challenges in accessing HIV care. There are gaps in research related to the prevalence of osteoporosis and bone loss in post-menopausal WLHIV in LICs. Conclusion: Post-menopausal women living with HIV face a significantly higher risk of bone loss and fractures due to the combined effects of HIV and menopause. Antiretroviral therapy (particularly TDF), lifestyle factors, and psychosocial challenges exacerbate this risk. There is a need for careful selection of cART, hormone replacement therapy (HRT), and emerging treatments such as Abaloparatide. A holistic approach including lifestyle changes and psychosocial support is crucial to reduce fracture risk in WLHIV, especially in low-income countries.",Screen on Title & Abstract,
,,,,,EXCLUDE on intervention,
130314146,Bakolis (2021),Changes in daily mental health service use and mortality at the commencement and lifting of COVID-19 'lockdown' policy in 10 UK sites: a regression discontinuity in time design.,2021,"Objectives: To investigate changes in daily mental health (MH) service use and mortality in response to the introduction and the lifting of the COVID-19 'lockdown' policy in Spring 2020. Design: A regression discontinuity in time (RDiT) analysis of daily service-level activity. Setting and participants: Mental healthcare data were extracted from 10 UK providers. Outcome measures: Daily (weekly for one site) deaths from all causes, referrals and discharges, inpatient care (admissions, discharges, caseloads) and community services (face-to-face (f2f)/non-f2f contacts, caseloads): Adult, older adult and child/adolescent mental health; early intervention in psychosis; home treatment teams and liaison/Accident and Emergency (A&E). Data were extracted from 1 Jan 2019 to 31 May 2020 for all sites, supplemented to 31 July 2020 for four sites. Changes around the commencement and lifting of COVID-19 'lockdown' policy (23 March and 10 May, respectively) were estimated using a RDiT design with a differencein-difference approach generating incidence rate ratios (IRRs), meta-analysed across sites. Results: Pooled estimates for the lockdown transition showed increased daily deaths (IRR 2.31, 95% CI 1.86 to 2.87), reduced referrals (IRR 0.62, 95% CI 0.55 to 0.70) and reduced inpatient admissions (IRR 0.75, 95% CI 0.67 to 0.83) and caseloads (IRR 0.85, 95% CI 0.79 to 0.91) compared with the pre lockdown period. All community services saw shifts from f2f to non-f2f contacts, but varied in caseload changes. Lift of lockdown was associated with reduced deaths (IRR 0.42, 95% CI 0.27 to 0.66), increased referrals (IRR 1.36, 95% CI 1.15 to 1.60) and increased inpatient admissions (IRR 1.21, 95% CI 1.04 to 1.42) and caseloads (IRR 1.06, 95% CI 1.00 to 1.12) compared with the lockdown period. Site-wide activity, inpatient care and community services did not return to pre lockdown levels after lift of lockdown, while number of deaths did Between-site heterogeneity most often indicated variation in size rather than direction of effect. Conclusion: MH service delivery underwent sizeable changes during the first national lockdown, with as-yet unknown and unevaluated consequences.",Screen on Title & Abstract,
,,,,,EXCLUDE on intervention,
130314206,James (2022),"The prevalence of anxiety, depression, and post-traumatic stress disorder among African migrants: a systematic review and meta-analysis.",2022,"Background: Evidence exists reporting a high mental health burden among migrants globally. However, there is no global estimate of mental ill-health among African migrants despite their adverse pre-migration environments. This systematic review and meta-analysis summarise the current scholarship regarding the prevalence of anxiety, depression and Post-traumatic Stress Disorder (PTSD) in the global African migrant population. Methods: We searched six databases Medline (EBSCOHost), PsycINFO (EBSCOHost), Web of Science, PubMed, Scopus and Cumulative Index to Nursing and Allied Health (CINAHL) from 1st January 2000 to 31st August 2021. We screened retrieved articles using strict inclusion and exclusion criteria. Study quality was assessed using the Joanna Briggs Institute Critical Appraisal tools. Random-effects meta-analyses were employed using DerSimonian and Laird estimator based on inverse variance weights. The I2 statistic was used to measure heterogeneity. Results: Our search retrieved 1091 articles, of which 46 were included representing a total of 28,367 African migrants. The weighted mean age of African migrants was 32.98 years, and nearly half were male (n= 12852, 45.31%). Among the included studies, almost nine out of ten (n=41, 89.1%) were cross-sectional studies. The pooled prevalence of anxiety, depression and PTSD was 34.60%;95%CI (26.30-43.00), 33.20%;95%CI (27.70-38.37) and 37.9%;95%CI (23.5- 52.4) respectively. Significant heterogeneity (I2 >98%) existed in the prevalence estimates for anxiety, depression, and PTSD. Sub-group analyses indicate a significantly higher prevalence of anxiety and depression but PTSD for studies conducted in Africa than outside Africa. Similarly, higher prevalence rates for anxiety, depression, and PTSD were seen in studies that used a screening tool than in those that used a diagnostic tool, although a significant difference was observed for depression only. Conclusion: Despite significant heterogeneity among included studies, our systematic review and meta-analysis show a high prevalence of anxiety, depression, and PTSD among African migrants. Our findings underscore the need to develop and implement serious, culturally appropriate mental health interventions that address post-migration stressors that increase their risk of mental ill-health and successful integration into host communities.",Screen on Title & Abstract,
,,,,,INCLUDE on title & abstract,
130314222,Bansal (2022),Understanding ethnic inequalities in mental healthcare in the UK: a meta-ethnography.,2022,"Background: Evidence regarding the presence and persistence of ethnic inequalities in mental healthcare is well established. The reasons for these inequalities and lack of progress in diminishing them are less understood. This meta-ethnography aims to provide a new conceptual understanding of how ethnic inequalities are created and sustained; this is essential to develop effective interventions. Specifically, we sought to understand why people from ethnic minority groups are underrepresented in primary care mental health service provision and overrepresented in crisis pathways and detention. Methods and findings: Following eMERGe guidelines for meta-ethnographies, we searched OpenGrey, Kings Fund, CINAHL, Medline, PsycINFO, and Social Care Online databases for qualitative articles published from database inception until October 2, 2022, using broad categories of search terms relating to ""ethnicity AND (mental illness/mental health/emotional distress) AND (help-seeking/service utilisation/experience/perception/view)."" We included all conceptually rich articles that used qualitative methods of data collection and analysis and excluded non-UK studies and those that focused solely on causation of mental illness. Our patient, public, and practitioner lived experience advisory group provided feedback and input on key stages of the project including search terms, research questions, data analysis, and dissemination. A total of 14,142 articles were identified; 66 met the inclusion criteria. We used reciprocal, refutational, and line of argument analytical approaches to identify convergence and divergence between studies. The synthesis showed that current models of statutory mental healthcare are experienced as a major barrier to the delivery of person-centred care to those in ethnic minority groups due to the perceived dominance of monocultural and reductionist frameworks of assessment and treatment (described as ""medical"" and ""Eurocentric"") and direct experiences of racist practice. The lack of socially oriented and holistic frameworks of knowledge and understanding in medical training and services is experienced as epistemic injustice, particularly among those who attribute their mental illness to experiences of migration, systemic racism, and complex trauma. Fear of harm, concerns about treatment suitability, and negative experiences with health providers such as racist care and medical neglect/injury contribute to avoidance of, and disengagement from, mainstream healthcare. The lack of progress in tackling ethnic inequalities is attributed to failures in coproduction and insufficient adoption of existing recommendations within services. Study limitations include insufficient recording of participant characteristics relating to generational status and social class in primary studies, which prevented exploration of these intersections. Conclusion: In this study, we found that the delivery of safe and equitable person-centred care requires a model of mental health that is responsive to the lived experiences of people in ethnic minority groups. For the people considered in this review, this requires better alignment of mental health services with social and anti-racist models of care. Our findings suggest that intersections related to experiences of racism, migration, religion, and complex trauma might be more relevant than crude ethnic group classifications. Strategies to tackle ethnic inequalities in mental healthcare require an evaluation of individual, systemic, and structural obstacles to authentic and meaningful coproduction and implementation of existing community recommendations in services.",Screen on Title & Abstract,
,,,,,INCLUDE on title & abstract,
130315088,Barboza (2026),Outcomes in offspring of interventions to treat substance use in pregnancy: protocol for an umbrella review.,2026,"BACKGROUND: Substance use during pregnancy is linked to adverse neonatal and longer-term outcomes in offspring, yet evidence syntheses have primarily focused on maternal outcomes. An umbrella review is needed to consolidate and critically appraise findings from systematic reviews on how interventions to treat substance use in pregnancy affect outcomes in offspring of pregnant women and pregnant individuals., METHODS: We will conduct an umbrella review of systematic reviews (with or without meta-analysis) that include quantitative primary studies of pregnant women and pregnant individuals with substance use who receive pharmacological, psychosocial/behavioural, integrated care, or community-based interventions. Searches will cover MEDLINE (PubMed), Embase, Web of Science, Scopus, the Cochrane Database of Systematic Reviews and Epistemonikos from inception. Two independent reviewers will perform title/abstract screening, full-text screening, and data extraction at every stage; a third reviewer will arbitrate disagreements. Methodological quality of included systematic reviews will be assessed using AMSTAR 2; risk of bias of primary studies will be reported as appraised in the original systematic reviews. Overlap of primary studies will be quantified using the Corrected Covered Area (CCA), with attention to multi-arm studies and to whether overlapping primary studies actually answer the same PICO question. We will narratively synthesise findings (avoiding vote counting) and, where systematic reviews report pooled estimates, we will summarise these without conducting de novo meta-analyses of primary studies. Certainty of evidence will be reported using existing GRADE assessments, complemented by a structured umbrella-level appraisal that incorporates large effects and dose-response gradients when relevant., DISCUSSION: This umbrella review will clarify which interventions have the strongest evidence of benefit (or harm) for neonatal, congenital, neurodevelopmental, and behavioural/mental health outcomes in offspring, identify evidence gaps and methodological limitations, and inform clinical guidance and maternal-child health policy., SYSTEMATIC REVIEW REGISTRATION: PROSPERO CRD420261321678. Copyright © 2026. The Author(s).",Screen on Title & Abstract,
,,,,,EXCLUDE on intervention,
130315094,Barber (2026),Interventions to support recovery of people with psychosis in low-income and middle-income countries: a systematic review.,2026,"This systematic review synthesises the evidence on effectiveness and cost-effectiveness of interventions to support the recovery of people with psychosis in low-income and middle-income countries (LMICs). Prioritised recovery-oriented outcomes were defined as social inclusion, personal recovery, reduction in stigma and discrimination, and protection from human rights violations. Outcomes were mapped to the socioecological model of disability, demonstrating how interventions can have direct and indirect effects at the individual, family, service, and community level simultaneously. Study participants were assumed to have been treated with antipsychotic medication where needed. We included 310 studies (published 2001-24) involving 34 435 participants across 37 countries and five additional meta-analyses. Most studies were from upper middle-income settings and evaluated individual-level mental health and functioning rather than recovery-oriented outcomes. Comprehensive and contextualised measures for recovery-oriented outcomes were absent and few studies reported economic evidence. More than half the studies were judged to have high risk of bias. We found some evidence that collaborative care models, family interventions, and multicomponent, comprehensive psychosocial interventions have potential to impact meaningfully on valued outcomes. However, these interventions have not been sufficiently developed and tested, especially in lower-middle-income and low-income settings and with non-specialist deliverers. Models of care in the community involving social rehabilitation (eg, Clubhouse model), psychiatric outreach, and task-sharing demonstrate effects on the individual and family level, but require optimisation to support recovery. We recommend development of comprehensive measures of recovery adaptable for cross-cultural use, adoption of the socioecological model to frame outcome assessment and mechanistic understanding of intervention effects, continued efforts to ethically and effectively implement task-sharing, and the involvement of people with lived experience in the co-production of optimised interventions. Achieving these priorities will require sustained investment to strengthen capacity for rigorous psychosis research across LMICs. Copyright © 2026 Elsevier Ltd. All rights reserved, including those for text and data mining, AI training, and similar technologies.",Screen on Title & Abstract,
,,,,,EXCLUDE on population,
130315147,Ball (2026),Self-administered single-session interventions for mental health in young people: A systematic review and meta-analysis.,2026,"BACKGROUND: Children and young people's mental health is an area of concern worldwide. In the face of barriers such as long waits to access evidence-based treatment, perceived stigma, and a desire to tackle challenges independently, self-administered single-session interventions (SSIs) have arisen as one potential solution. The aim of this systematic review and meta-analysis is to synthesise evidence of the efficacy of self-administered SSIs for youth mental health., METHODS: This random-effects meta-analytic review was preregistered on PROSPERO (CRD42023457030). Systematic search of randomised controlled trials (RCTs) from the Cochrane CENTRAL Register of Trials, EMBASE, MEDLINE and PsychINFO databases was conducted., RESULTS: Following screening, 25 RCTs met eligibility criteria (5,628 participants), 19 of which were meta-analysed. Most of the included studies exhibited either 'Low Risk' or 'Some Concerns', with several of them having a 'High Risk' of bias. We found a small effect for anxiety symptoms (g = -0.24, 95% CI [-0.41, -0.07]) with substantial heterogeneity (I2 = 62.68%) and a wide prediction interval (95% PI [-0.67, 0.19]). Furthermore, there was a small effect for depressive symptoms (g = -0.11, 95% CI [-0.22, -0.02]) with substantial heterogeneity (I2 = 53.86%) and a wide prediction interval (95% PI [-0.42, 0.19)]. Studies not included in the quantitative synthesis were discussed narratively., CONCLUSIONS: The findings suggest that self-administered SSIs may be efficacious in reducing anxiety and depressive symptoms in young people. Although the evidence has limitations, including a small number of studies and diverse clinical and statistical characteristics, these findings indicate the need for further exploration of SSIs to address the treatment gap in child and adolescent mental health care. Copyright © 2026 The Author(s). Journal of Child Psychology and Psychiatry published by John Wiley & Sons Ltd on behalf of Association for Child and Adolescent Mental Health.",Screen on Title & Abstract,
,,,,,EXCLUDE on intervention,
130315231,Baghcheghi (2026),A scoping review of internet addiction and academic performance among health sciences students.,2026,"INTRODUCTION: Internet addiction (IA) poses a public health concern in medical education settings. Despite students' increasing reliance on the internet for learning, evidence regarding its direct impact on quantitative academic performance indicators is conflicting and fragmented. This study aimed to map the scope, nature, and characteristics of existing research on the association between IA and academic performance among healthcare students., METHODS: This scoping review was conducted following the Arksey and O'Malley framework and the PRISMA-ScR guidelines. A systematic and comprehensive search was conducted in international and regional databases from inception to November 15, 2025. Out of 1,325 initial records, 15 eligible studies were selected for final analysis after screening., RESULTS: The findings indicate a concerning prevalence of IA (ranging from 6% to 84%) and a complex and predominantly indirect relationship with academic performance. Although a direct association with Grade Point Average was not statistically significant in all studies, IA was strongly correlated with impairments in learning process quality (surface learning approach, academic burnout), mental health (strong comorbidity with depression and anxiety), and even physical health. Identified risk factors included Type D personality, patterns of mobile phone multitasking, and negative academic experiences., CONCLUSION: IA is a multidimensional phenomenon primarily affecting medical students' cognitive and emotional capital. Effective management requires understanding its complex mechanisms, implementing evidence-based educational interventions, and creating supportive educational frameworks. Additionally, longitudinal and interventional studies are needed to better clarify outcomes and evaluate preventive strategies. Copyright © 2026. The Author(s).",Screen on Title & Abstract,
,,,,,EXCLUDE on population,
130315238,Abbasi (2026),Psychosocial etiology and management of chronic pelvic pain in women: a systematic review.,2026,"BACKGROUND: Chronic Pelvic Pain (CPP) in women is a complicated disease. Psychosocial elements like stress, trauma, and mental illnesses frequently impact CPP in women. A biopsychosocial strategy emphasizing the integration of psychosocial approach for conceptualizing and managing this condition is necessary for effective management. Therefore, this systematic review was conducted to propose the psychosocial etiology and management strategies for CPP in women., METHOD: Research databases, including PubMed/MEDLINE, Embase, PsycINFO, and the Cochrane Library, were used to search for relevant articles published from 2016 to 2025. The selected studies were Cross-Sectional Studies and Randomized Controlled Trials (RCTs). Of the 32 studies, 8 were chosen according to the inclusion criteria., RESULTS: The data synthesis of the selected studies found that psychological distress, unhealthy coping style, early life experiences, and emotional trauma are significant etiological factors for CPP in women. On the other hand, psychosocial therapeutic approaches including psychoeducation, Cognitive Behavior Therapy, Acceptance and Commitment Therapy, stress management techniques and coping strategies were found effective for improving the chronic pain condition., CONCLUSION: The psychosocial etiology of CPP in women underscores the importance of a psychosocial approach to management, integrating psychological and social interventions. Addressing both the psychological and social dimensions of pain is essential for improving patient outcomes and quality of life., TRIAL REGISTRATION: This systematic review has been registered in PROSPERO with the Registration No. CRD420251179527. Copyright © 2026. The Author(s).",Screen on Title & Abstract,
,,,,,EXCLUDE on population,
130315255,Babl (2026),"Mental Health in DPT Education: A Systematic Review of Explored Factors, Their Prevalence, and Interventions.",2026,"BACKGROUND AND PURPOSE: Mental health concerns among entry-level Doctor of Physical Therapy (DPT) students are increasingly recognized, yet no prior systematic review has synthesized evidence specific to this population. Therefore, the objective of this systematic review was to evaluate and synthesize current literature on mental health research and associated outcomes among entry-level DPT students in North America., METHODS: Six databases (PubMed, Embase, CINAHL, ERIC, APA PsycINFO, SPORTDiscus) were searched for articles published between 2000 and 2025. Search strategies included terms related to DPT students and mental health (e.g., stress, anxiety, depression, burnout, grit). Inclusion criteria were peer-reviewed original research studies conducted in North America that reported on mental health factors among DPT students. Exclusions included studies without specific DPT data, grey literature, and COVID-specific variables. Two reviewers independently extracted data and assessed methodological quality using Joanna Briggs Institute checklists. A narrative synthesis was used because of study heterogeneity., RESULTS: Forty studies met inclusion criteria. Variables assessed included stress, anxiety, depression, burnout, resilience, grit, and general well-being. Validated instruments such as the 10-item Perceived Stress Scale, State-Trait Anxiety Inventory, 21-item Depression Anxiety Stress Scales, and the Maslach Burnout Inventory were commonly used. Stress and anxiety were the most frequently reported variables, often increasing across the curriculum. Depression and burnout were less commonly assessed but showed moderate prevalence. Resilience and psychological flexibility were protective, whereas sleep quality and academic load were consistent risk factors. Only a limited number of studies evaluated interventions; mindfulness, resilience training, and reflective practices showed promise., DISCUSSION AND CONCLUSION: Mental health challenges are prevalent and multifaceted in physical therapist education. Despite growing awareness, structured interventions remain limited. This review highlights critical gaps and underscores the need to integrate evidence-based mental health support into DPT curricula to promote student well-being and long-term professional sustainability., PROSPERO REGISTRATION: CRD42024609056. Copyright © 2026 Academy of Physical Therapy Education, APTA.",Screen on Title & Abstract,
,,,,,EXCLUDE on intervention,
130315265,Abdi (2026),Medical Care for Adults With Down Syndrome: Systematic Review,2026,"OBJECTIVES: To evaluate the benefits and harms of screening/diagnostic and treatment interventions for co-occurring medical conditions in adults with Down syndrome, and to describe estimates of the prevalence of co-occurring conditions and clinical symptoms of common co-occurring behavioral and mental health conditions (e.g., anxiety and depression) in adults with Down syndrome compared with those in the general population. These findings will support the Global Down Syndrome Foundation (GLOBAL) in updating its 2020 clinical guidelines, covering nine previously reviewed and five additional clinical areas prevalent in this population., DATA SOURCES: Medline, Embase, and PsycInfo (Ovid), and CINAHL (EBSCOHost) from January 1, 2000, through July 10, 2025; reference lists of systematic reviews and included studies; a Federal Register notice; and gray literature for additional support for contextual questions., REVIEW METHODS: We used methods consistent with the Agency for Healthcare Research and Quality's Evidence-based Practice Center Program Methods Guide. We prepared the review protocol with input from Key Informants and Technical Experts [PROSPERO CRD42024623477]. Using predefined criteria and dual review, we selected randomized controlled trials and comparative nonrandomized studies that enrolled adult participants with Down syndrome to evaluate benefits and harms of screening, diagnostic, or treatment interventions across 14 clinical areas. International English-language publications were eligible. We assessed risk of bias and strength of evidence for a prespecified list of patient outcomes., RESULTS: Adults with Down syndrome showed a significantly higher prevalence of several medical conditions, including Alzheimer's disease, cataracts, keratoconus, vision and hearing conditions, diabetes, hypothyroidism, leukemia, obesity, obstructive sleep apnea, and several other bone, joint, and mobility conditions, but lower prevalence for some solid tumors (e.g., breast, colorectal, and lung cancers) and some cardiovascular diseases (e.g., coronary atherosclerosis and hypertension). From 8,680 unique references, we identified 36 eligible studies addressing treatment interventions. No studies addressing screening interventions were identified. Dementia (including Alzheimer's disease) had the most studies, with 16 focused on pharmacologic, exercise-based, and supplement interventions aimed at improving cognitive function or delaying onset. We identified only a limited number of treatment interventions for obesity, behavioral conditions (depression), cardiovascular disease, bone, joint, and mobility conditions, sleep apnea, and vision, and none for blood cancers, celiac disease, diabetes, solid tumor cancers, or thyroid conditions. Some improvements were observed for dementia, depression, sleep apnea, and mobility. However, evidence remains uncertain to determine comparative benefits and harms of screening, diagnosis, and treatment for co-occurring conditions., CONCLUSIONS: While evidence remains uncertain, this does not mean the individual interventions described are not potentially useful for this population. Future research assessing benefits/harms for this population could benefit from larger cohorts of diverse participants using standardized protocols to enhance data relevance, ensure consistency, and enable reliable comparisons.",Screen on Title & Abstract,
,,,,,EXCLUDE on population,
130315352,Abdel-Maboud (2026),"Prevalence, Determinants, and Consequences of Intimate Partner Violence Among Pregnant Women in Egypt: A Systematic Review and Meta-Analysis.",2026,"Intimate partner violence (IPV) in pregnancy poses serious threats to maternal and neonatal health. Primary studies from Egypt report widely divergent prevalence estimates and heterogeneous methods, hindering clear policy and clinical guidance. We followed Preferred Reporting Items for Systematic Reviews and Meta-Analyses 2020 and Cochrane guidelines. We searched multiple bibliographic and gray-literature sources for observational studies (2005-2025) reporting IPV during pregnancy in Egypt. Fourteen studies (n = 19,471) met inclusion criteria. The pooled prevalence of any IPV during pregnancy was 47% (95% CI [39, 54]; I2 = 99%). By subtype, pooled prevalence was: emotional/psychological 42% ( [29, 56]), physical 27% ([21, 34]), and sexual 12% ([8, 18]). Consistent risk factors included husband substance use (pooled odds ratio [OR] 7.75; [3.90, 15.41]), marital/relationship problems (OR 9.43; [4.66, 19.07]), husband controlling behaviors (OR 6.67; [2.89, 15.40]), having children (OR 2.22; [1.52, 3.23]), younger maternal age <30 years (OR 2.14; [1.57, 2.90]), low wife education (OR 1.45; [1.31, 1.60]), and household economic problems (OR 1.79; [1.35, 2.38]). IPV exposure was associated with several adverse pregnancy outcomes, notably premature rupture of membranes (OR 4.09; [2.49, 6.72]), induced abortion (OR 4.25; [2.61, 6.93]), preterm labor (OR 2.60; [1.81, 3.75]), stillbirth (OR 2.53; [1.34, 4.78]), low birth weight (OR 3.21; [1.37, 7.52]), neonatal death (OR 2.42; [1.35, 4.32]), and maternal depression (OR 1.82; [1.31, 2.53]). In Egypt, approximately one in every two women experiences IPV during pregnancy. IPV is associated with substantial maternal and neonatal morbidity and mortality. Findings support integrating culturally appropriate IPV screening and referral into antenatal care, community-level prevention, and priority for harmonized, prospective research to refine national estimates and evaluate interventions.",Screen on Title & Abstract,
,,,,,INCLUDE on title & abstract,
130315370,Ballard (2020),Improving mental health and reducing antipsychotic use in people with dementia in care homes: the WHELD research programme including two RCTs,2020,"BACKGROUND: The effective management of agitation and other neuropsychiatric and behavioural symptoms in people with dementia is a major challenge, particularly in care home settings, where dementia severity is higher and there is limited training and support for care staff. There is evidence for the value of staff training and the use of psychosocial approaches; however, no intervention currently exists that combines these elements into an intervention that is fit for purpose and effective in these settings based on evidence from a randomised controlled trial., OBJECTIVE: The objective was to develop and evaluate a complex intervention to improve well-being, reduce antipsychotic use and improve quality of life in people with dementia in care homes through person-centred care, management of agitation and non-drug approaches., DESIGN: This was a 5-year programme that consisted of six work packages. Work package 1 consisted of two systematic reviews of personalised psychosocial interventions for behavioural and psychological symptoms for people with dementia in care homes. Work package 2 consisted of a metasynthesis of studies examining implementation of psychosocial interventions, in addition to developing a draft Well-being and Health for people with Dementia (WHELD) programme. Work package 3 consisted of a factorial study of elements of the draft WHELD programme in 16 care homes. Work package 4 involved optimisation of the WHELD programme based on work package 3 data. Work package 5 involved a multicentre randomised controlled trial in 69 care homes, which evaluated the impact of the optimised WHELD programme on quality of life, agitation and overall neuropsychiatric symptoms in people with dementia. Work package 6 focused on dissemination of the programme., SETTING: This programme was carried out in care homes in the UK., PARTICIPANTS: Participants of this programme were people with dementia living in care homes, and the health and care professionals providing treatment and care in these settings., RESULTS: Work package 1: reviews identified randomised controlled trials and qualitative evidence supporting the use of psychosocial approaches to manage behavioural symptoms, but highlighted a concerning lack of evidence-based training manuals in current use. Work package 2: the meta-analysis identified key issues in promoting the use of interventions in care homes. The WHELD programme was developed through adaptation of published approaches. Work package 3: the factorial trial showed that antipsychotic review alone significantly reduced antipsychotic use by 50% (odds ratio 0.17, 95% confidence interval 0.05 to 0.60). Antipsychotic review plus social interaction significantly reduced mortality (odds ratio 0.36, 95% confidence interval 0.23 to 0.57), but this group showed significantly worse outcomes in behavioural and psychological symptoms of dementia than the group receiving neither antipsychotic review nor social interaction (mean difference 7.37 symptoms, 95% confidence interval 1.53 to 13.22 symptoms). This detrimental impact was reduced when combined with social interaction (mean difference -0.44 points, 95% confidence interval -4.39 to 3.52 points), but with no significant benefits for agitation. The exercise intervention significantly improved neuropsychiatric symptoms (mean difference -3.58 symptoms, 95% confidence interval -7.08 to -0.09 symptoms) but not depression (mean difference -1.21 points, 95% confidence interval -4.35 to 1.93 points). Qualitative work with care staff provided additional insights into the acceptability and feasibility of the intervention. Work package 4: optimisation of the WHELD programme led to a final version that combined person-centred care training with social interaction and pleasant activities. The intervention was adapted for delivery through a 'champion' model. Work package 5: a large-scale, multicentre randomised controlled trial in 69 care homes showed significant benefit to quality of life, agitation and overall neuropsychiatric symptoms, at reduced overall cost compared with treatment as usual. The intervention conferred a statistically significant improvement in quality of life (Dementia Quality of Life Scale - Proxy z-score of 2.82, mean difference 2.54, standard error of measurement 0.88, 95% confidence interval 0.81 to 4.28, Cohen's d effect size of 0.24; p = 0.0042). There were also statistically significant benefits in agitation (Cohen-Mansfield Agitation Inventory z-score of 2.68, mean difference -4.27, standard error of measurement 1.59, 95% confidence interval -7.39 to -1.15, Cohen's d effect size of 0.23; p = 0.0076) and overall neuropsychiatric symptoms (Neuropsychiatric Inventory - Nursing Home version z-score of 3.52, mean difference -4.55, standard error of measurement 1.28, 95% confidence interval -7.07 to -2.02, Cohen's d of 0.30; p < 0.001). The WHELD programme contributed to significantly lower health and social care costs than treatment as usual (cost difference -4740, 95% confidence interval -6129 to -3156). Focus groups were conducted with 47 staff up to 12 months after the end of work package 5, which demonstrated sustained benefits. Work package 6: the outputs of the programme were translated into general practitioner workshops and a British Medical Journal e-learning module, an updated national best practice guideline and a portfolio of lay and care home outreach activities., LIMITATIONS: Residents with dementia were not involved in the qualitative work., CONCLUSIONS: The WHELD programme is effective in improving quality of life and reducing both agitation and overall neuropsychiatric symptoms in people with dementia in care homes. It provides a structured training and support intervention for care staff, with lower overall costs for resident care than treatment as usual., FUTURE WORK: It will be important to consider the long-term sustainability of the WHELD programme and cost-effective means of long-term implementation., TRIAL REGISTRATION: Current Controlled Trials ISRCTN40313497 and ISRCTN62237498., FUNDING: This project was funded by the National Institute for Health Research (NIHR) Programme Grants for Applied Research programme and will be published in full in Programme Grants for Applied Research; Vol. 8, No. 6. See the NIHR Journals Library website for further project information. Copyright © Queen's Printer and Controller of HMSO 2020. This work was produced by Ballard et al. under the terms of a commissioning contract issued by the Secretary of State for Health and Social Care. This issue may be freely reproduced for the purposes of private research and study and extracts (or indeed, the full report) may be included in professional journals provided that suitable acknowledgement is made and the reproduction is not associated with any form of advertising. Applications for commercial reproduction should be addressed to: NIHR Journals Library, National Institute for Health Research, Evaluation, Trials and Studies Coordinating Centre, Alpha House, University of Southampton Science Park, Southampton SO16 7NS, UK.",Screen on Title & Abstract,
,,,,,EXCLUDE on population,
